Account_No,Month_ID,Product_Category,Revenue
49797521,121,Online Products,618
78787111,126,Support,618
85555172,129,Services,618
99191119,137,Services,617
39595961,134,Services,617
35858152,127,Support,616
49898165,131,Services,616
71515614,128,Services,616
22525115,120,Support,615
39595961,136,Services,615
48787954,125,Online Products,615
99696209,128,Services,614
32222153,128,Services,614
33636619,135,Online Products,614
71515614,132,Online Products,614
82424185,136,Online Products,614
41414520,128,Services,613
26060124,134,Services,612
52626521,124,Online Products,612
91111110,128,Online Products,611
28888143,127,Online Products,611
66363521,122,Services,611
83535165,128,Services,611
85555172,130,Services,610
33232954,122,Services,609
28888143,126,Online Products,607
38282521,124,Online Products,607
39595961,131,Services,607
49797521,120,Online Products,606
90404603,122,Services,606
91111105,125,Services,605
63333112,124,Online Products,605
83535165,123,Services,605
35858152,136,Online Products,604
99696209,136,Services,603
30303520,122,Services,603
57070815,120,Online Products,603
72727797,134,Services,603
76363102,133,Online Products,603
26565108,138,Online Products,602
33737110,133,Services,602
85555172,133,Services,602
91818594,133,Services,600
19999112,120,Online Products,600
89292520,125,Services,600
91818594,137,Online Products,599
94343523,133,Online Products,599
6060882,130,Services,599
32828132,137,Online Products,598
18888214,132,Services,597
52626521,138,Online Products,597
6060882,128,Services,597
76363102,132,Online Products,597
81313144,128,Services,597
19595119,121,Online Products,596
38282521,123,Online Products,595
6060882,126,Services,595
85555172,132,Services,595
39595961,127,Services,594
49898165,130,Services,594
10808940,137,Online Products,593
38282521,126,Online Products,593
84646110,138,Online Products,592
51515521,137,Online Products,591
51515521,135,Online Products,591
60707119,131,Services,591
91111105,126,Services,590
91111105,128,Services,590
99696209,131,Services,590
18888214,130,Services,590
26565108,136,Online Products,590
27575106,135,Services,590
33737110,134,Services,590
63131124,132,Services,590
21818156,124,Services,589
47878124,125,Services,589
6060882,129,Services,589
99696209,125,Services,588
18888214,133,Services,588
27575106,133,Services,588
99595119,128,Services,587
16262604,137,Online Products,587
32828132,136,Online Products,587
99696209,129,Services,586
1515106,129,Online Products,586
18888214,131,Services,586
58686103,121,Services,586
26565108,135,Online Products,585
28888143,125,Online Products,585
54343132,132,Services,585
89292520,123,Online Products,585
33737110,135,Services,584
6060882,131,Services,584
79797604,121,Online Products,584
82424132,126,Online Products,584
99595119,121,Services,583
99696209,137,Services,583
99696209,120,Services,583
38282521,125,Online Products,583
52626521,123,Online Products,583
60707119,129,Services,583
83737161,134,Services,583
33232954,121,Services,582
75252392,121,Services,582
78989797,137,Online Products,582
27575106,137,Services,581
53333960,127,Services,581
74242614,132,Online Products,580
76161956,121,Services,580
76161956,120,Services,580
76262802,128,Services,580
57070815,122,Online Products,579
99696209,122,Services,577
28888143,123,Online Products,577
81111523,137,Services,577
89393974,129,Online Products,577
91111105,124,Services,576
17878127,121,Support,576
82424132,125,Online Products,576
33737110,136,Services,575
96464132,128,Online Products,574
18484129,130,Online Products,574
22525115,128,Support,574
76363102,131,Online Products,574
3838966,135,Services,573
24848112,121,Online Products,572
26060124,128,Services,572
51515521,136,Online Products,572
51515521,134,Online Products,572
98585975,123,Online Products,571
18484129,128,Online Products,571
81111523,138,Services,571
83535165,121,Services,571
47878124,124,Services,570
18888214,134,Services,569
18484845,122,Online Products,568
54343132,130,Services,568
6060882,127,Services,568
81313144,127,Services,568
88989184,126,Services,568
34949522,122,Services,567
54343132,126,Services,567
83737161,131,Online Products,567
27575106,134,Services,566
38282521,122,Online Products,566
68888109,126,Services,566
76161956,122,Services,566
81313144,129,Services,565
18484129,131,Online Products,564
47878124,123,Services,564
89292520,131,Online Products,564
96464132,133,Online Products,563
18484845,137,Online Products,563
62222129,125,Services,563
62222129,126,Services,563
62222129,128,Services,563
62222129,123,Services,563
89292520,137,Online Products,563
96464132,135,Online Products,562
54343132,125,Services,562
96464132,132,Online Products,561
18888214,129,Services,561
24949619,129,Online Products,561
33030521,136,Services,561
54343132,128,Services,561
63131124,136,Online Products,561
81111523,136,Services,561
93030968,138,Services,560
99595119,120,Services,560
28888143,124,Online Products,559
28888143,122,Online Products,559
91313118,132,Online Products,558
18888214,135,Services,558
23737619,133,Services,558
23737619,137,Services,558
23737619,135,Services,558
33737110,120,Services,558
35858152,135,Online Products,558
53939152,138,Services,558
23737520,128,Services,557
23737619,138,Services,557
38282521,121,Online Products,557
82424132,124,Online Products,557
26060124,133,Services,556
72424520,134,Online Products,556
18484845,124,Online Products,555
27171133,134,Online Products,555
63333112,123,Online Products,555
70606112,131,Services,555
93030968,136,Services,554
24949619,137,Online Products,554
26565108,134,Online Products,554
70606112,132,Services,554
24949619,138,Online Products,553
28888143,121,Online Products,553
28888143,120,Online Products,553
70606112,134,Online Products,553
18484845,126,Online Products,552
26060124,130,Services,552
90404604,124,Online Products,551
27171133,131,Online Products,551
54343132,131,Services,551
79797604,120,Online Products,551
83737161,130,Online Products,551
17171394,127,Online Products,550
23737619,132,Services,550
26060124,132,Services,550
35858152,131,Online Products,550
39292124,125,Services,550
18888214,136,Services,549
8484111,120,Support,549
89292520,129,Online Products,549
94343523,132,Online Products,548
35858152,124,Support,548
54343132,129,Services,548
18484129,123,Online Products,547
35858152,130,Online Products,547
18484845,138,Online Products,546
35858152,132,Online Products,546
81313144,126,Services,546
96464132,134,Online Products,545
20505214,127,Services,545
24949619,132,Online Products,545
33030521,133,Services,545
62222129,124,Services,545
63131124,132,Online Products,545
90404603,121,Services,545
22525115,130,Support,544
81111523,137,Online Products,544
81111523,138,Online Products,544
88989184,138,Services,544
71515614,131,Online Products,543
46363184,128,Services,542
13737882,125,Services,541
23737619,136,Services,541
23737619,134,Services,541
24949619,135,Online Products,541
35858152,129,Online Products,541
57777143,123,Services,541
62222129,122,Services,541
86666127,126,Online Products,541
90404604,125,Online Products,541
26060124,131,Services,540
18484845,125,Online Products,539
22525845,134,Online Products,539
87373132,123,Online Products,539
93030968,137,Services,538
26060124,129,Services,538
33636619,136,Online Products,538
63333112,122,Online Products,538
93030968,138,Online Products,537
99696209,127,Services,537
66363521,127,Services,537
35858152,126,Support,536
91818594,134,Services,535
24949619,136,Online Products,535
27171133,133,Online Products,535
67878136,121,Services,535
71515614,130,Online Products,535
91111105,123,Services,534
99393521,138,Online Products,534
69898614,137,Online Products,534
82424132,127,Online Products,534
27171133,132,Online Products,533
62323967,133,Services,533
70909614,128,Services,533
49898165,120,Services,532
18484129,126,Online Products,531
62323967,134,Services,531
66666157,138,Online Products,531
76161797,137,Online Products,531
76161797,138,Online Products,531
24949619,133,Online Products,530
24949619,134,Online Products,530
61212520,135,Online Products,530
98484603,129,Services,528
26565108,133,Online Products,528
16262604,136,Online Products,527
90606141,128,Services,526
91313118,127,Online Products,526
19595119,122,Online Products,526
23737619,131,Services,526
58484165,125,Services,526
77373102,124,Services,526
6060882,132,Services,525
18484845,123,Online Products,524
26060124,127,Services,523
89292520,135,Online Products,523
91818594,136,Services,522
18484845,134,Online Products,522
20202140,130,Online Products,522
47878124,122,Services,522
53333960,121,Services,522
66666157,137,Online Products,522
18484129,125,Online Products,521
58484165,123,Services,521
91111110,138,Online Products,520
52626521,122,Online Products,520
89292520,128,Online Products,520
18484845,133,Online Products,519
18484845,131,Online Products,519
18484129,129,Online Products,518
82020974,127,Services,518
83737161,127,Services,518
83737161,122,Services,518
18484845,130,Online Products,517
22626138,125,Online Products,517
19595119,120,Online Products,516
22626619,135,Online Products,516
38282521,120,Online Products,516
54343132,127,Services,516
76161797,136,Online Products,516
22525845,136,Services,514
22626138,123,Online Products,514
52626521,130,Online Products,514
22626138,126,Online Products,513
23232619,133,Services,513
70909614,133,Online Products,513
83737161,131,Services,513
22626138,120,Online Products,512
23232619,132,Services,512
23232619,128,Services,512
23232619,130,Services,512
29595212,138,Online Products,512
60707119,128,Services,512
62222129,127,Services,512
83030594,133,Online Products,512
83737161,124,Services,512
18484845,120,Online Products,511
27575106,137,Online Products,511
32222153,129,Online Products,511
45353117,136,Online Products,511
69898614,138,Online Products,511
83737153,120,Online Products,511
22626138,121,Online Products,510
27575106,132,Services,510
83737161,126,Services,510
85050594,129,Services,510
35858152,123,Support,509
